id,title,url,is_paid,num_subscribers,avg_rating,avg_rating_recent,rating,num_reviews,is_wishlisted,num_published_lectures,num_published_practice_tests,created,published_time,discount_price__amount,discount_price__currency,discount_price__price_string,price_detail__amount,price_detail__currency,price_detail__price_string,generated_description
762616.0,The Complete SQL Bootcamp 2020: Go from Zero to Hero,/course/the-complete-sql-bootcamp/,True,295509.0,4.66019,4.67874,4.67874,78006.0,False,84.0,0.0,2016-02-14T22:57:48Z,2016-04-06T05:16:11Z,455.0,INR,₹455,8640.0,INR,"₹8,640","🌐 Embark on an immersive journey with The Complete SQL Bootcamp 2020 and transform yourself from a SQL beginner to a master. This comprehensive online course is designed for learners of all backgrounds, offering you the perfect blend of theory and practice.

Over 80+ engaging video lessons, our expert instructors will guide you through the intricacies of Structured Query Language (SQL), teaching you how to manage and manipulate databases effectively. From basic SQL syntax and data querying techniques to advanced concepts such as stored procedures and triggers, you'll gain a thorough understanding of SQL that is essential in today's data-driven world.

Master key SQL skills like joins, aggregations, and subqueries, and learn how to optimize your queries for maximum performance. Dive deep into database normalization and design principles, ensuring that your databases are organized efficiently and scalable. Additionally, you'll explore real-world applications of SQL, including working with popular tools like MySQL, PostgreSQL, and Microsoft SQL Server.

Throughout the course, you'll have ample opportunities to apply your newfound skills in hands-on exercises, ensuring that you not only understand the theory but can also use it effectively in practical scenarios. With instant feedback and expert guidance at every step, you'll feel supported and confident as you progress through the material.

Upon completion of The Complete SQL Bootcamp 2020, you'll be equipped with the knowledge and skills to excel in various data-related roles, from database administrator to business intelligence analyst. With a strong foundation in SQL, you'll open doors to new career opportunities and propel your professional growth.

Don't let your fear of databases hold you back – join The Complete SQL Bootcamp 2020 today and embark on an exciting journey towards mastering this essential skill. Enroll now and take the first step towards becoming a SQL hero!"
937678.0,Tableau 2020 A-Z: Hands-On Tableau Training for Data Science,/course/tableau10/,True,209070.0,4.58956,4.60015,4.60015,54581.0,False,78.0,0.0,2016-08-22T12:10:18Z,2016-08-23T16:59:49Z,455.0,INR,₹455,8640.0,INR,"₹8,640","Embark on an immersive and comprehensive learning journey with our online course, ""Tableau 2020 A-Z: Hands-On Tableau Training for Data Science."" This extensive program is meticulously designed to empower data enthusiasts and professionals alike, providing the essential skills required to excel in today's competitive data-driven landscape.

In this interactive course, you will dive deep into the world of Tableau, a leading tool in data visualization and business intelligence. The curriculum covers an extensive A-Z guide, ensuring a comprehensive understanding of this powerful platform from scratch.

The hands-on training format offers practical, real-world applications, allowing you to apply your learning instantly. From creating basic charts and graphs to advanced analytics and dashboards, each module is designed to enhance your skills progressively.

Led by seasoned instructors with extensive industry experience, the course is structured to cater to both beginners and intermediate learners. You will have ample opportunities for interaction, feedback, and personalized guidance, ensuring a seamless learning experience tailored to your pace and needs.

By the end of this engaging online course, you will be proficient in using Tableau for data analysis, visualization, and storytelling. You'll learn how to transform raw data into meaningful insights, making critical business decisions with confidence.

Join our global community of learners and take a significant step towards mastering Tableau and advancing your career in data science. Enroll now in the ""Tableau 2020 A-Z: Hands-On Tableau Training for Data Science"" and unlock your full potential in the exciting realm of data analytics!"
1361790.0,PMP Exam Prep Seminar -  PMBOK Guide 6,/course/pmp-pmbok6-35-pdus/,True,155282.0,4.59491,4.59326,4.59326,52653.0,False,292.0,2.0,2017-09-26T16:32:48Z,2017-11-14T23:58:14Z,455.0,INR,₹455,8640.0,INR,"₹8,640","🎉 Embark on an engaging and comprehensive learning journey with our PMP Exam Prep Seminar, tailored to help you master the PMBOK Guide 6. This online course is designed for project managers who aspire to obtain their Project Management Professional (PMP) certification, or those looking to refresh and update their skills in line with the latest guide updates.

In this immersive and interactive experience, you'll gain a deep understanding of the PMBOK Guide 6, the foundation upon which the PMP exam is based. You'll delve into the nine knowledge areas and the five process groups that form the backbone of project management, ensuring a holistic and practical approach to learning.

Our expert instructors, with years of real-world experience in project management, will guide you through every step of the course. They'll share valuable insights, tips, and strategies to help you ace the PMP exam. You'll also benefit from a wealth of study materials, including mock tests, practice questions, and case studies that mirror real-life scenarios.

What sets our PMP Exam Prep Seminar apart is its flexibility. Designed for busy professionals, this course allows you to learn at your own pace, whenever and wherever suits you best. Plus, our dedicated support team will be on hand 24/7 to assist you with any queries or concerns you may have.

Join our PMP Exam Prep Seminar today and take a significant step towards enhancing your project management career. With the PMP certification under your belt, you'll open doors to exciting opportunities, increased job prospects, and higher earning potential in this dynamic field. Don't wait - take control of your future and enroll now!"
648826.0,The Complete Financial Analyst Course 2020,/course/the-complete-financial-analyst-course/,True,245860.0,4.54407,4.53772,4.53772,46447.0,False,338.0,0.0,2015-10-23T13:34:35Z,2016-01-21T01:38:48Z,455.0,INR,₹455,8640.0,INR,"₹8,640","🚀 Embark on an unparalleled journey of financial mastery with our comprehensive ""The Complete Financial Analyst Course 2020"". This immersive, online program is meticulously crafted to equip you with the essential skills and knowledge required to excel as a Financial Analyst in today's dynamic global market.

📚 Dive deep into a rich curriculum that covers everything from fundamental accounting and financial management to advanced financial modeling, valuation techniques, and investment strategies. Gain a solid understanding of key concepts such as time-value of money, capital budgeting, cost of capital, and risk & return analysis.

🔍 Explore real-world case studies, engage in interactive exercises, and collaborate with fellow students from around the globe to hone your analytical prowess and apply your newfound skills in a practical context.

🌐 Learn at your own pace and convenience, with 24/7 access to our state-of-the-art e-learning platform, which includes high-quality video lectures, downloadable resources, and dedicated discussion forums.

🎓 Upon completion of the course, you will receive a certificate of achievement, acknowledging your hard-earned expertise in financial analysis. This valuable credential will undoubtedly bolster your resume and open doors to rewarding career opportunities in finance and beyond.

🔝 Join our community of successful alumni, who have leveraged this course to climb the corporate ladder, launch their own businesses, or pivot into exciting new careers. Take the first step towards an exhilarating future – enroll today in ""The Complete Financial Analyst Course 2020""!"
637930.0,An Entire MBA in 1 Course:Award Winning Business School Prof,/course/an-entire-mba-in-1-courseaward-winning-business-school-prof/,True,374836.0,4.4708,4.47173,4.47173,41630.0,False,83.0,0.0,2015-10-12T06:39:46Z,2016-01-11T21:39:33Z,455.0,INR,₹455,8640.0,INR,"₹8,640","🌐 Unique and Comprehensive Learning Experience: ""An Entire MBA in 1 Course""

Dive into the world of business with our groundbreaking online course, ""An Entire MBA in 1 Course,"" brought to you by a renowned award-winning business school professor. This innovative program offers you the opportunity to acquire a Master of Business Administration (MBA) level education in a single, convenient online format.

Crafted by an expert educator with years of experience in teaching and business leadership, this course is designed to provide you with a comprehensive understanding of various aspects of modern business management. From strategic planning and financial management to marketing and human resources, this program covers all essential topics that are crucial for success in today's dynamic business environment.

One of the key advantages of our ""An Entire MBA in 1 Course"" is its flexibility. Designed with the busy professional in mind, you can learn at your own pace and on your own schedule. Whether you're a seasoned executive looking to enhance your skills or a fresh graduate eager to kick-start your career, this course offers valuable insights that can help you achieve your goals.

But don't just take our word for it – our program has been recognized with numerous awards for its quality and effectiveness. By enrolling in ""An Entire MBA in 1 Course,"" you'll benefit from the proven expertise of a top-tier business school professor, gaining a competitive edge in the job market and setting yourself up for success in the world of business.

Join us today and embark on an exciting learning journey that will transform your understanding of business management. With ""An Entire MBA in 1 Course,"" you can unlock your potential, expand your knowledge, and take your career to new heights – all from the comfort of your own home or office!"
1208634.0,Microsoft Power BI - A Complete Introduction [2020 EDITION],/course/powerbi-complete-introduction/,True,124180.0,4.56228,4.57676,4.57676,38093.0,False,275.0,0.0,2017-05-08T13:03:21Z,2017-05-15T18:48:54Z,455.0,INR,₹455,8640.0,INR,"₹8,640","Embark on a transformative learning journey with our comprehensive online course, ""Microsoft Power BI - A Complete Introduction [2020 EDITION]"". This immersive program is designed for professionals and enthusiasts seeking to master one of the most powerful business intelligence tools available today – Microsoft Power BI.

In this engaging and interactive course, you'll gain a deep understanding of Power BI's capabilities through a series of carefully curated lessons, real-world case studies, and hands-on exercises. Our expert instructors will guide you step-by-step, ensuring that you not only learn the theory but also apply it effectively in practice.

The curriculum is meticulously structured to cover all aspects of Power BI, from data connectivity and modeling to dashboard design and report sharing. You'll explore Power Query, Power Pivot, and the Power BI Service, learning how to transform raw data into meaningful insights that drive business decisions.

By the end of this course, you will be equipped with the skills needed to:

- Connect to various data sources and perform transformations using Power Query
- Create and manage datasets using Power Pivot
- Build interactive reports and dashboards
- Publish your work to the Power BI Service for sharing and collaboration
- Apply best practices for data visualization and storytelling

This online course is self-paced, allowing you to learn at your convenience. Plus, with lifetime access to all course materials, you can revisit lessons whenever you need a refresher or wish to expand your skillset further.

Join us today and take the first step towards unlocking your potential with Microsoft Power BI. Whether you're looking to enhance your professional profile, drive innovation within your organization, or simply satisfy your curiosity, this course offers an unparalleled opportunity for growth and success.

Enroll now in ""Microsoft Power BI - A Complete Introduction [2020 EDITION]"" and embark on a journey that will empower you to make data-driven decisions with confidence!"
864146.0,Agile Crash Course: Agile Project Management; Agile Delivery,/course/agile-crash-course/,True,96207.0,4.32383,4.29118,4.29118,30470.0,False,23.0,0.0,2016-05-30T22:57:40Z,2016-06-23T17:49:26Z,455.0,INR,₹455,8640.0,INR,"₹8,640","**""Embark on a Comprehensive 'Agile Crash Course': Mastering Agile Project Management and Agile Delivery!""**

Welcome to the ultimate 'Agile Crash Course' designed for professionals seeking to elevate their project management skills in today's dynamic business environment. This online course is tailored for learners who wish to streamline their workflow, improve team collaboration, and deliver projects efficiently using Agile methodologies.

In this engaging and interactive course, you will gain a deep understanding of Agile Project Management (APM) and Agile Delivery practices that are shaping the future of project management. The curriculum is structured to provide a swift but comprehensive introduction to Agile principles while offering practical, hands-on experience to apply these concepts effectively in real-world scenarios.

The 'Agile Crash Course' consists of seven concise modules, each focusing on a specific aspect of Agile methodologies:

1. **Introduction to Agile:** Discover the origins and core values of Agile, understanding its benefits, and why it is a preferred choice in today's fast-paced world.
2. **Agile Project Management:** Learn the essential project management skills required for Agile projects, including Scrum framework, Kanban, and Lean methodologies.
3. **User Stories & Backlog Management:** Master the art of creating effective user stories and managing product backlogs to ensure continuous delivery of value to customers.
4. **Agile Estimation & Planning:** Acquire the ability to accurately estimate project timelines, prioritize work items, and create actionable plans using Agile tools and techniques.
5. **Continuous Integration, Continuous Delivery (CI/CD):** Understand the principles of CI/CD and learn how to automate your software delivery pipeline for faster, more reliable deployments.
6. **Agile Metrics & Quality Assurance:** Explore key Agile metrics such as velocity, burndown charts, and cycle time, and learn how to ensure high-quality deliverables through continuous testing and feedback.
7. **Scaling Agile: Agile at Scale:** Delve into advanced Agile practices that enable teams to collaborate effectively on large-scale projects, ensuring seamless delivery across multiple teams and stakeholders.

Throughout the course, you will have access to a variety of learning resources, including video lectures, real-world case studies, interactive quizzes, and discussion forums. Additionally, you'll be able to collaborate with fellow learners and industry experts, fostering a vibrant and supportive learning community.

Upon successful completion of the 'Agile Crash Course', you will earn a professional certificate in Agile Project Management and Agile Delivery, demonstrating your expertise in this high-demand skill set. Equip yourself with the tools needed to lead efficient projects, enhance team productivity, and drive business success – enroll today!"
321410.0,Beginner to Pro in Excel: Financial Modeling and Valuation,/course/beginner-to-pro-in-excel-financial-modeling-and-valuation/,True,127680.0,4.54034,4.53346,4.53346,28665.0,False,275.0,0.0,2014-10-17T08:39:52Z,2014-11-25T23:00:40Z,455.0,INR,₹455,8640.0,INR,"₹8,640","**""Embark on an Immersive Journey from Beginner to Proficient in Financial Modeling and Valuation using Excel!**

Welcome to our comprehensive online course, ""Beginner to Pro in Excel: Financial Modeling and Valuation."" This dynamic, self-paced program is designed for individuals seeking a solid understanding of financial modeling techniques and valuation methodologies, all within the powerful realm of Microsoft Excel.

In this engaging and professional learning environment, you'll gain practical skills that will set you apart in today's competitive job market. Whether you're new to Excel or seeking to enhance your existing knowledge, our expert instructors have crafted an intuitive curriculum that caters to all experience levels.

Over the course of multiple modules, you'll master essential financial modeling tools, including cash flow models, discounted cash flow (DCF) analysis, and leveraged buyout models. Furthermore, you'll delve into valuation methodologies such as the DCF model, comparable company analysis, and precedent transactions to perform in-depth financial analyses with confidence.

Each module includes interactive video lessons, downloadable resources, and real-world case studies that allow you to apply your newfound skills immediately. Our course also features live Q&A sessions with our instructors, providing you with personalized support and feedback every step of the way.

By the end of this program, you'll have a robust understanding of financial modeling and valuation principles, enabling you to create sophisticated models that accurately reflect the real-world complexities of business finance. Plus, you'll receive a certificate upon completion, showcasing your commitment to lifelong learning and professional development.

Don't miss this unique opportunity to elevate your skillset and advance your career in the world of financial analysis! Enroll today in ""Beginner to Pro in Excel: Financial Modeling and Valuation"" and take your first step towards unlocking a wealth of possibilities."""
673654.0,Become a Product Manager | Learn the Skills & Get the Job,/course/become-a-product-manager-learn-the-skills-get-a-job/,True,112572.0,4.50386,4.5008,4.5008,27408.0,False,144.0,0.0,2015-11-18T19:35:12Z,2016-03-17T17:04:59Z,455.0,INR,₹455,8640.0,INR,"₹8,640","🌐 Embark on an immersive and transformative journey with our online course ""Become a Product Manager | Learn the Skills & Get the Job"". This comprehensive program is meticulously designed for aspiring product managers seeking to elevate their career in today's dynamic digital landscape.

🎯 Our course offers an unparalleled opportunity to gain deep insights into the strategic, tactical, and practical aspects of product management. From ideation to execution, you will master the art of conceptualizing, designing, and launching successful products that resonate with your target audience.

🔍 Dive deep into the real-world applications of product management principles, learning from experienced industry professionals who have navigated the challenges of the ever-evolving marketplace. Gain hands-on experience through simulated projects and case studies that mirror real-life scenarios, ensuring you are well-prepared to tackle any challenge that comes your way.

🌐 The beauty of our online platform is its flexibility. Study at your own pace, anytime, anywhere, and from any device. Engage in interactive discussions with fellow students and mentors, fostering a global network of like-minded individuals who share your passion for innovation and growth.

🚀 With the successful completion of this course, you will not only acquire a valuable certification but also position yourself as a highly sought-after product manager. Equip yourself with the knowledge, skills, and confidence to lead product development teams, innovate, and drive success in today's competitive marketplace.

💡 Don't let your aspirations remain unfulfilled – seize this opportunity to transform your career, become a product manager, and make an impact in the world of technology and innovation. Enroll now in our ""Become a Product Manager | Learn the Skills & Get the Job"" online course. Let's shape the future together!"
1653432.0,The Business Intelligence Analyst Course 2020,/course/the-business-intelligence-analyst-course-2018/,True,115269.0,4.50067,4.49575,4.49575,23906.0,False,413.0,0.0,2018-04-19T07:00:09Z,2018-04-25T18:40:55Z,455.0,INR,₹455,8640.0,INR,"₹8,640","🌐 Embark on an immersive journey of knowledge with our ""Business Intelligence Analyst Course 2020"". This comprehensive, online program is specifically designed for aspiring professionals seeking to master the art of transforming raw data into actionable insights.

💻 Through a blend of real-world case studies, interactive lectures, and engaging group projects, you'll delve deep into the world of Business Intelligence (BI), honing your skills in data mining, reporting, analytics, and visualization.

🔍 Learn from industry experts as they share their insights on the latest BI tools, techniques, and trends. Gain practical experience working with powerful software such as Tableau, Power BI, and SQL, equipping you to extract meaningful information from vast datasets.

⏱ Flexible scheduling allows you to learn at your own pace, making it easy to balance your personal and professional commitments while advancing your career. The program culminates in a capstone project, where you'll demonstrate your mastery of BI principles by solving real-world data challenges.

🌐 Upon completion, join our vibrant global alumni community, with opportunities to network, collaborate, and grow professionally. Kickstart your journey towards becoming a sought-after Business Intelligence Analyst today with our ""Business Intelligence Analyst Course 2020""."
